t,$0$,$0.5\beta^\star$,$0.8\beta^\star$,$0.9\beta^\star$,$\beta^\star$,$\frac{\beta^\star + \beta_{c}}{2}$,$\beta_{c}$,$\beta_t$
74,0.8967054044485016,0.8314589205508934,0.6405647164377657,0.408229412444905,0.00043970840254618906,0.03143896663132188,0.9997209172983151,0.0003607235761585306
75,0.8949269539111983,0.8278010338165465,0.6322173485939088,0.39794091632520207,0.003647682260151869,0.09082146547042726,0.9999301302091665,0.00036581373701479646
76,0.8931238613393252,0.8240890561568189,0.6238347621069654,0.38781640424713265,0.0028807731702487826,0.05711647003749531,0.9997209171421487,0.00036922145309373374
77,0.8912949551690366,0.8203218587105948,0.6154212707353616,0.37786000335284353,0.0003299227994851665,0.02262535866637697,0.9997210508029302,0.0003693269923802599
78,0.8894407060834381,0.8165002579717079,0.6069827378374475,0.3680759622237492,0.002359210259406591,0.06725099947654584,0.999930311609311,0.0003689502451903753
79,0.8875610288448491,0.812624643412238,0.5985249131246175,0.3584672081487219,0.0019018698594917734,0.042725851107098416,0.9997218208272487,0.00036862134641439475
80,0.8856551993126289,0.8086946477270763,0.5900527959405283,0.3490365704692465,0.00033478602808848635,0.016300807427050028,0.999722348143136,0.00036776921018177346
81,0.8837228398477542,0.8047101919812025,0.5815715039285466,0.33978669315429666,0.001536477466293955,0.049769145492219356,0.9999306245198899,0.0003674392008089098
82,0.8817644048069384,0.8006724365489066,0.573087749750172,0.33071893706719585,0.0012668092588178999,0.03196504003434179,0.9997238009283822,0.00036688382804953083
83,0.8797793852697443,0.796581247716826,0.5646060102443105,0.3218354815832052,0.00034175695152595647,0.011745930761150873,0.9997246010267992,0.00036653822599874724
84,0.8777679554240304,0.7924376064569224,0.5561325482254919,0.3131367497012521,0.000996467677803298,0.03680795169791286,0.9999310580265762,0.000366371388370306
85,0.8757295048760113,0.7882415273515087,0.5476721953288283,0.30462175687080445,0.0008418627940849106,0.023904473625074984,0.9997264730802686,0.0003669388558998399
86,0.8736648515776884,0.7839947894036217,0.5392320534978058,0.29629008693700937,0.00035278540855687495,0.008478185627161709,0.9997273318638775,0.00036881840062339446
87,0.8715727081819039,0.7796964459033928,0.5308152236966107,0.28814371929841665,0.0006640273642345626,0.02722387308749657,0.9999315292624784,0.000369177036043671
88,0.8694539187968545,0.775348104676064,0.5224272288972086,0.28018121712365307,0.0005786308691846555,0.01787983103991672,0.9997287961048349,0.00036943865294782453
89,0.8673079893965815,0.7709501773831433,0.5140727144805238,0.272402960287186,0.00035722153020446444,0.006110518532566998,0.9997293363577521,0.0003682110954223847
90,0.865134793696112,0.7665031157212971,0.5057554320754821,0.2648063023157502,0.00046179433932951193,0.020124512036540355,0.999931923850304,0.00036700862749950255
91,0.8629342721747018,0.7620081380363061,0.4974818359078946,0.2573894641340842,0.0004299548834466923,0.013363933869776391,0.9997301421924184,0.0003657691230100099
92,0.8607059302662311,0.7574651995115563,0.4892542777577974,0.2501525710010002,0.00035727376422468876,0.004406666456592641,0.9997303414771379,0.0003644403965631979
93,0.8584497295178742,0.75287515798756,0.48107703064868784,0.24309405568501308,0.0003936468786357797,0.014879517465383968,0.9999322447744129,0.00036403155554680155
94,0.8561662882206663,0.7482398125358376,0.47295479602997964,0.23620938874813072,0.00038621093399738145,0.009993558379094953,0.9997307706630212,0.00036370685452645783
95,0.8538556191673249,0.7435604525049585,0.46489189115120944,0.2294960243221207,0.00036049026968687454,0.0031612177632501033,0.9997310022319721,0.0003651719801813205
96,0.8515166259891882,0.7388366845323316,0.4568910511674402,0.2229529446732046,0.0003721414398145998,0.010991969646797514,0.9999326475248826,0.0003645784467369293
97,0.8491498827825716,0.7340700086488733,0.4489555507725649,0.21657817355805464,0.00037127544839570556,0.00746389834427817,0.9997316062229263,0.00036481851567058527
98,0.8467558246409346,0.7292622498306706,0.44108962127530643,0.2103681867982215,0.00036169168817581346,0.0022694032374422366,0.9997319851130311,0.0003646411461441235
99,0.844333887816472,0.7244140833614108,0.4332964371497319,0.20432057548133556,0.000365115968904238,0.008125064924839873,0.9999331151021289,0.0003630633732618652
100,0.8418841542236907,0.7195264429257509,0.4255781435233542,0.19843178181314514,0.00036402172028509905,0.005575534536418706,0.9997333932601565,0.0003619480270978176
101,0.8394065203180678,0.7146002414734128,0.41793640247225855,0.19269925961180184,0.00035691284338610247,0.001615680836516035,0.9997343370827068,0.00035878903939744867
102,0.8369004831175072,0.7096363649620331,0.4103744634271224,0.18711791083585197,0.00035368268955519964,0.005997558445504998,0.9999337969529132,0.0003539434495077311
103,0.834366500019758,0.7046359550532861,0.40289284095729166,0.18168541385269066,0.00035147772246894556,0.004159934697004268,0.999736640348979,0.0003513978106077116
104,0.8318053066036029,0.6996019935606418,0.3954971173339652,0.17640094160649708,0.0003493964339439645,0.001157101517199968,0.9997378017505577,0.00035064383127740887
105,0.8292159701951609,0.6945341445927676,0.3881869354855817,0.17126188366412254,0.0003487007327470538,0.004436039435527482,0.9999344926918663,0.0003487890017249879
106,0.8265989658558986,0.6894344254993467,0.3809643117961853,0.1662642898888728,0.00034745416555942253,0.003111411093788413,0.9997404502755365,0.00034736184588216734
107,0.8239541246267676,0.68430352924408,0.37382995671625463,0.16140337783558967,0.00034495500938414063,0.0008223370374313501,0.9997417171697353,0.00034575336087068833
108,0.8212820281453352,0.6791441474285275,0.36678675295303903,0.15667765902182565,0.0003422606041978444,0.0032735140495986767,0.9999352166838789,0.00034272589292738876
109,0.8185811070485997,0.6739550281583985,0.3598363001121546,0.1520839972689221,0.0003398558941603263,0.0023188862786852255,0.9997441325757513,0.00034015524568979904
110,0.8158532866913896,0.6687395078413214,0.35297822185122896,0.14761831156496977,0.0003400323907490729,0.0005976927985064128,0.9997451789450423,0.0003405769749967766
111,0.8130989902748053,0.6635003079164005,0.34621348848160793,0.14327769583245725,0.0003404107728520318,0.002422962942870929,0.999935925548241,0.0003406076680519059
112,0.8103169057617302,0.6582370962821624,0.33954233992618227,0.13905811094280254,0.000340603611070928,0.0017360149836345338,0.9997471390065616,0.00034073179038036645
113,0.8075071305046974,0.6529507216850496,0.3329667839014049,0.13495775431867166,0.000339844471068592,0.000433313822046867,0.9997478763193932,0.00034018624022761945
114,0.8046698726111069,0.64764277534356,0.32648746224678116,0.13097390552015817,0.00034103661029543644,0.0017855897277684997,0.9999366220195879,0.0003412845069198936
115,0.801805432897745,0.6423150603670992,0.3201049983241334,0.12710372973833264,0.0003411456454864899,0.001292947111905918,0.9997492432197279,0.000341339874997089
116,0.7989142676976175,0.6369700476996721,0.31381852360483203,0.12334341168789589,0.0003414805748297103,0.0003616045127479608,0.9997497234711964,0.00034171449698702143
117,0.7959963231328948,0.6316082514550833,0.3076298730033072,0.11969213509707627,0.00034147066494851907,0.0013224939097874779,0.9999372666094868,0.0003415776532820505
118,0.7930518991929038,0.6262314486684876,0.30153764242545866,0.11614557752074131,0.0003406851321459192,0.0009690671292200554,0.9997507233574112,0.00034076792740110086
119,0.7900815562900116,0.6208417505751854,0.2955416905598402,0.11270049481341474,0.00034025922635320347,0.00033212821486674126,0.9997511893513175,0.00034040332241036926
120,0.7870848901328552,0.6154402221352385,0.28964203321815596,0.10935428991105865,0.00034062195325085416,0.0009783214582902058,0.9999378917470048,0.00034076001234463287
121,0.7840617102121396,0.6100273853250973,0.2838406989200731,0.10610686242366407,0.0003412173378352533,0.0007249765641354838,0.9997526962644647,0.00034132717189298167
122,0.7810129341013426,0.6046058002162807,0.2781354030416525,0.10295368252412901,0.00034001665934323995,0.00032958145460707726,0.9997536194992754,0.0003401159044204815
123,0.7779390111745498,0.5991772454757757,0.2725251110955787,0.09989169387187534,0.00033932075537754697,0.0007345998822898011,0.9999386630593414,0.00033938329188697744
124,0.774839543710213,0.5937423134670797,0.2670101919990694,0.09691914230547433,0.00033984306234915177,0.0005575336661638663,0.9997560234118842,0.00033988765276030396
125,0.7717155875598444,0.5883040326761076,0.2615889062571676,0.09403194127611227,0.00034144510781159766,0.00033104490870395194,0.9997573677925451,0.00034150598989529375
126,0.7685660016297692,0.5828618395418633,0.25626200350291173,0.09122898423655486,0.0003416442847097834,0.0005516570700878326,0.9999395012359328,0.00034170718510450037
127,0.7653934592786191,0.5774202760983087,0.25102624509481436,0.08850557413552407,0.0003432393371720985,0.0004388742957420544,0.9997604723490116,0.0003432875108074649
128,0.7621946468866496,0.5719759877709468,0.24588607688078712,0.08586451729532317,0.00034415022582860293,0.0003381516673921992,0.9997620747202158,0.00034419213442066655
129,0.7589732858576442,0.5665346944201365,0.24083806352971396,0.08330194697411515,0.0003433856473526162,0.00044323390336513266,0.9999404547010937,0.00034340692295428563
130,0.7557277105867767,0.5610955981793849,0.23588162283536518,0.08081526544032583,0.0003422578992057035,0.00038507923022291444,0.9997654490064172,0.0003422782318405058
131,0.7524592141095783,0.5556613820656588,0.2310143273965566,0.0784006551062633,0.00034182445665102706,0.00033874888852489867,0.9997670827566975,0.0003418479021358318
132,0.7491671894814624,0.5502321455508732,0.22623743597683935,0.07605872448078473,0.0003412385332522633,0.00038158183441147316,0.9999415084155889,0.0003412636980855595
133,0.7458524679409513,0.5448098942767001,0.2215489397677845,0.073785889734433,0.0003405273778636639,0.00036114060886748267,0.9997702515056305,0.0003405473369843753
134,0.7425155963752654,0.539396232838645,0.21694831480730148,0.07158090425009409,0.0003381481247517521,0.00033818688427906266,0.9997716429806136,0.00033816322028625646
135,0.739156520795696,0.5339922560655652,0.21243299695678836,0.06944047220545287,0.0003374404293525378,0.0003586649893713182,0.9999426062243484,0.00033745083818797415
136,0.7357758211406363,0.5285991217996515,0.2080030853354741,0.0673632920630422,0.00033631281867149606,0.00034850433479108203,0.9997743121385297,0.0003363211240674616
137,0.7323730848712627,0.5232170202533352,0.2036554832132188,0.06534558764925737,0.00033585728640450824,0.0003368267334766251,0.9997755287975159,0.00033586648632294625
138,0.7289502517699235,0.5178493581550901,0.19939151121266002,0.06338801888881554,0.0003359916988577642,0.0003465453266931773,0.999943768050701,0.00033600222883272215
139,0.7255067581995944,0.5124969412928875,0.1952099634116876,0.06148877488023339,0.0003358061968586038,0.0003429932817834956,0.9997778321798848,0.0003358158216184924
140,0.7220428837217638,0.5071602836949252,0.1911081187148722,0.05964485455785898,0.0003363182514152369,0.00033839922046263797,0.9997788766192165,0.00033632498077176566
141,0.7185589118487223,0.5018400222200682,0.18708650816674638,0.05785619140905664,0.0003369320263385679,0.0003445364747091632,0.9999448532856338,0.00033693762042873133
142,0.7150570877290163,0.49653989799471726,0.18314355400282256,0.05612087297917836,0.00033686544041203924,0.0003431050447153777,0.9997812729552824,0.0003368690891879557
143,0.7115352688952243,0.4912579055367988,0.17927864351038625,0.05443789220004317,0.0003353127433033118,0.0003380026241926617,0.9997826442881594,0.00033531617518407585
144,0.7079954887904355,0.4859968474744867,0.17548695771017161,0.05280184274700266,0.00033527868738049866,0.0003406335094487903,0.9999460442702082,0.0003352832452860105
145,0.7044381843031918,0.48075830413122467,0.17177193526975357,0.05121595093776037,0.0003344660236752218,0.00033931271301619083,0.9997860641382278,0.00033446976766691403
146,0.7008633146365765,0.47554268849935877,0.16813111048321633,0.049677510374012315,0.0003333217591872994,0.0003362926017874012,0.9997879515123281,0.00033332454233094043
147,0.6972711603980218,0.47034996940329155,0.16456098810380212,0.04818291922964695,0.00033552082908794154,0.00034037435300732097,0.999947406315615,0.00033552322883392236
148,0.6936623213609981,0.4651816373501234,0.1610636402050403,0.04673398316845017,0.00033794474153776,0.000342683132143819,0.9997922937441099,0.0003379460192949078
149,0.6900371840470483,0.4600386618921026,0.15763636587538296,0.04532791008749247,0.00033906234233748513,0.00034297222774562876,0.99979455549519,0.00033906263449899046
150,0.6863964449410378,0.4549226147160312,0.15427919565053128,0.04396494236162652,0.00034055784884338074,0.0003457657451364665,0.999948858841725,0.00034055798624133633
151,0.6827401499329167,0.44983292511599876,0.1509903801388253,0.04264305353527032,0.000341721499216209,0.0003472854213973992,0.9997991411271733,0.00034172065894869205
152,0.6790699280953734,0.44477264702714114,0.14777040146985806,0.04136287116947219,0.00033989884217290915,0.00034490507574879743,0.9998013467103689,0.0003398974957509438
153,0.6753853040104996,0.43974128643441696,0.14461594395227986,0.04012124794573207,0.0003386349615576349,0.0003445029371658078,0.9999502753444498,0.00033863305815061846
154,0.6716868006453723,0.43473900422612005,0.14152551804352526,0.03891627012306562,0.0003390881625095776,0.0003449154972992333,0.9998055182151822,0.0003390856814714207
155,0.667975019988234,0.42976739376525364,0.13849792103847494,0.03774652829850806,0.00033732713657700535,0.0003420690672475748,0.9998073276264753,0.00033732501094632433
156,0.664252283044461,0.4248291213555441,0.1355321751407118,0.03661109455163388,0.00033735287983167547,0.00034229287704935123,0.9999515934079396,0.0003373511426355384
157,0.6605155945664967,0.4199202680248788,0.1326266366096894,0.035508759527818866,0.00033798114351361245,0.00034297422481397984,0.9998104003616067,0.0003379792054631206
158,0.6567669606968419,0.4150437599057237,0.12978062704749224,0.034438664958383124,0.00033883703089784915,0.0003431546905558155,0.9998116685517027,0.0003388350119780457
159,0.6530075633733984,0.410200688632841,0.12699452630747304,0.033401438230721316,0.00033934935408106175,0.00034385301872698906,0.9999526901941154,0.00033934740647027496
160,0.6492379264703833,0.4053919472363393,0.1242675870310679,0.03239669869182601,0.000338862771213813,0.00034342792280108207,0.9998139262966634,0.0003388605999509561
161,0.6454578660820048,0.4006172400044731,0.12159675071593475,0.03142168980129351,0.0003382707452317157,0.00034241599859550397,0.9998150281978018,0.0003382684739467552
162,0.6416693566899544,0.39587817059951297,0.1189808750556591,0.03047513310142057,0.00033785011192067775,0.0003416548175596956,0.9999538120143496,0.0003378484547716364
163,0.6378705301130395,0.3911739596031706,0.11641946753066519,0.029556517220827385,0.00033907318825842964,0.00034284960029395446,0.9998174078814535,0.0003390715426892066
164,0.6340644952120267,0.38650577615336595,0.1139124145442806,0.02866626386756983,0.0003414569026137837,0.00034523295000177316,0.9998186834671117,0.0003414548393248844
165,0.6302501454912595,0.3818725434147049,0.11145634621859099,0.027801055796107258,0.0003451268168567684,0.0003491260238070312,0.9999549835017554,0.00034512468562979256
166,0.6264287805488828,0.37727602051830217,0.10905175052380955,0.026961557909903577,0.00035027966027192383,0.00035513547065190175,0.9998217351962025,0.0003502766560535665
167,0.6226002627097534,0.3727180546559456,0.10669911525478283,0.02614849655846377,0.0003524746160683892,0.00035795774785176034,0.9998235097168515,0.00035247064780599745
168,0.6187658149450891,0.36819645205869284,0.10439501267759424,0.0253588227085086,0.00035453423806622655,0.0003604644573717704,0.9999563139144031,0.0003545300565282646
169,0.6149243880375298,0.3637128870789788,0.10213971434450607,0.02459295487502862,0.000356545601339269,0.0003633420567423777,0.9998273537005908,0.000356540757513344
170,0.6110782160430823,0.35926686769231914,0.0999321653962474,0.02385039776272044,0.0003580576188053693,0.0003656728331431887,0.9998293616733375,0.0003580518995456085
171,0.607227241601971,0.3548593398044958,0.09777089879342411,0.023129572962829532,0.00035938925561851816,0.0003675447547525748,0.9999576351660556,0.00035938333170922135
172,0.6033731000195883,0.3504902327793042,0.09565504428031367,0.02242984511744172,0.00036069253680094616,0.0003694260844827325,0.9998336782485432,0.00036068623015829155
173,0.5995147663437209,0.346160767818016,0.09358522489903107,0.021752313910530376,0.00036183776907865596,0.0003711021177304,0.9998358550877319,0.0003618308530579013
174,0.5956540714952471,0.3418704842766413,0.09155945264485485,0.021095263750127498,0.0003627072500515394,0.00037212359514089775,0.9999590339179169,0.000362700468252723
175,0.5917910863335929,0.33761946000149795,0.08957695763916566,0.02045823132629743,0.00036206087517309,0.0003715633172851793,0.9998400795919102,0.00036205422130000377
176,0.587924961755426,0.33340733140159334,0.08763603986154811,0.019839659596620134,0.0003614920815752327,0.00037113752238883017,0.9998420011460457,0.00036148521080849456
177,0.5840576824766059,0.3292350280098986,0.08573677076183059,0.01923993262764408,0.00036123433160736585,0.0003709064679949964,0.9999603708968418,0.0003612276465143059
178,0.5801912755335417,0.3251010509245841,0.08387614867407156,0.01865611021440281,0.0003619352755774295,0.00037121432619550266,0.9998455518836474,0.0003619290095382439
179,0.5763234368944836,0.32100760047049237,0.0820564477547434,0.018090994445280603,0.0003616701532863766,0.0003707089274174971,0.9998471888937507,0.00036166393959878823
180,0.5724554554913097,0.31695397396771724,0.08027525643817988,0.017542351114052928,0.0003624667346733907,0.00037125287045625946,0.9999616660578814,0.0003624609081858245
181,0.5685871075480006,0.312939696806937,0.07853177138100058,0.017009761703656416,0.0003619871650397866,0.0003700503022490785,0.9998502008459911,0.0003619819075847611
182,0.5647211504976626,0.3089647789592431,0.07682536102446443,0.016492961133334517,0.0003607587258114317,0.00036833624646949486,0.9998516662172477,0.0003607536787475809
