t,$10^{-2.0}$,$10^{-2.4}$,$10^{-2.8}$,$10^{-3.2}$,$10^{-3.6}$,$10^{-4.0}$
42,0.28583851999748827,0.28390800968043767,0.30302896622747444,0.32707180562652255,0.33261522870230736,0.3349828085837703
43,0.18326877030526237,0.18235138535874879,0.19520564267576918,0.21172377562253264,0.21558476795873852,0.2172284369212539
44,0.0637632238180651,0.06260551535725828,0.06583616267208697,0.07129205678742002,0.0724543680432206,0.07296353772425208
45,0.19135905374475395,0.18912558879942837,0.20242736245607656,0.2195500079855735,0.22350195196884856,0.22519869029272277
46,0.12438115103603546,0.12251590601819952,0.13113880982307863,0.14253948204978123,0.1451914998117572,0.1463222424047847
47,0.046298254534542074,0.038629042886569966,0.04044521575407633,0.043719594575948276,0.044405424895924264,0.04471241932134708
48,0.1274518705366922,0.12427345371106623,0.1331655164036332,0.14473023918494415,0.14739903147207017,0.14855578301862474
49,0.08339506254656696,0.0817688619173087,0.08755316517952162,0.09523604712549022,0.09701768043001063,0.09778482469286312
50,0.040011359416410146,0.024038662652788523,0.024663432130954892,0.026647396705586024,0.027058429543128835,0.027235001609481082
51,0.08416527504823201,0.08119150248587441,0.08693328285015554,0.09460982556916114,0.09637823940529924,0.09713643122572173
52,0.05821528173020322,0.05440021920354811,0.058216661710479366,0.06339367873269763,0.06457817506147726,0.06508891355852076
53,0.03873317489222679,0.014965153283079114,0.015072185016946626,0.01616104482477812,0.016393151309640898,0.016493962562189816
54,0.05710224209747109,0.05298234380774054,0.05662781071918963,0.06160130101720383,0.06276746001027891,0.06326359719359143
55,0.04282523767201168,0.03617319219361397,0.03867880566504687,0.04209795264136638,0.042896070347041,0.04324063770708621
56,0.038001287582001976,0.014902899672114013,0.009290028269063794,0.009745021256169308,0.009863951853627626,0.009918165301773587
57,0.04252035659113002,0.034489137809834494,0.036795945410349806,0.040046203704008715,0.04079937741774224,0.0411221200844296
58,0.039843211646897636,0.024099659489676094,0.02566342940383874,0.02794550882152548,0.028468339592337674,0.02869126329370025
59,0.03843617215626572,0.014568716368240003,0.006108196183604391,0.005852583294105952,0.005888605419022881,0.005923242297522934
60,0.0399702470659943,0.022492285109946678,0.02390394436983195,0.02601400002974111,0.0264914298359874,0.026705955860752334
61,0.03913453155523315,0.016123349639196528,0.01701262769205978,0.018541209459327156,0.018870165880875447,0.01901994659754521
62,0.038413948126210816,0.014342022172252975,0.006006557875993934,0.00354254650734027,0.003485911152544642,0.0035034362522064024
63,0.03871908446391396,0.014883861648730188,0.015537031860926942,0.016874792221008326,0.01718678946476169,0.01733044872881452
64,0.03828556373886355,0.014725581950033892,0.01127611744552259,0.012271865151051355,0.012499008873015539,0.012600441011677833
65,0.037824318278153704,0.014557788825978751,0.005897519863535411,0.0024591520479416208,0.002048317819610262,0.0020463253136527274
66,0.03803433106044326,0.014838922382387347,0.010138140689974255,0.010955542030306301,0.011145927742564142,0.011238163172347394
67,0.037938522220657196,0.014746474459272638,0.007501708642226379,0.008141085607187647,0.008280323955459305,0.008342215438880845
68,0.03790651837823178,0.014587713603533009,0.005794911302067783,0.0023618099980994146,0.0012128245401307608,0.0011799343192711571
69,0.038068933846763964,0.014717088602517822,0.006596445598880984,0.007110883906010302,0.007229337132878126,0.007283755104065694
70,0.038047530996328995,0.014671794268856547,0.005912182947439749,0.005390623511105082,0.005483959897670005,0.005521531160884056
71,0.03789946085042415,0.014665757928869658,0.005825066349656674,0.0023041840906808443,0.0009464193309856957,0.0006714653515172976
72,0.037757195137918344,0.014762800602584778,0.005941296729645871,0.004625343572097156,0.00468492797143528,0.004720870198154081
73,0.03772528288549634,0.014717385540064966,0.005934457248695629,0.003585002223350905,0.0036348066010262227,0.0036552242197303193
74,0.037559668300229894,0.01476818306782556,0.0058928370417202945,0.0022581523968631984,0.000927257202081152,0.00041341158710759223
75,0.03746265815236346,0.01478449950588825,0.00594404621243199,0.0030251313636185766,0.0030409013236738992,0.0030563597989777826
76,0.037229799441479416,0.014797148173512336,0.005948211953977936,0.0024001669846576046,0.0024112895965269898,0.002416523243090768
77,0.03717874893988843,0.014821444873976535,0.005926028634940356,0.0022157046034304287,0.0009125554975547665,0.0003751733568518403
78,0.037119589275225115,0.014886498225487496,0.005954339686439387,0.0022466218758614475,0.001977344104226725,0.001980695017775298
79,0.03695371612128642,0.01491749299405925,0.005984565071792618,0.0022278047636814097,0.001598463248696943,0.001596729831792222
80,0.03701190521808377,0.014889923524227374,0.006027039146017145,0.0021914460317652954,0.0009043269565340348,0.00036574492362933386
81,0.03698094309382241,0.014850498280139754,0.0060545851923332825,0.0022021523508982317,0.001278592644269028,0.0012798737718683517
82,0.03683593385241263,0.0147743725810226,0.006078020069276723,0.002198400921592278,0.0010558853481452111,0.0010554455725058746
83,0.036873790113861125,0.014842975885477222,0.006074800631914513,0.0021858452767783724,0.0009019442456119373,0.0003618515913797476
84,0.03698924137575442,0.014919942336682675,0.006074433511483405,0.0021918848746493953,0.0009192179834290823,0.0008302760530062229
85,0.03721887698673537,0.01500010982047938,0.006061760156978822,0.002181592861033052,0.000913101015241645,0.0007007079012962087
86,0.03720050405545748,0.015067502951590157,0.0060219493428571745,0.0021660498686519205,0.0009040475147256445,0.00036751105736467567
87,0.037277358740969574,0.015089741910958692,0.006006718889857704,0.002167122860294669,0.0009066941014033587,0.000538295529839575
88,0.037309631237045754,0.015066131269894078,0.005977546848684636,0.0021726755879655554,0.0009060479254127932,0.0004670553673855222
89,0.0372665018015259,0.014999428895571857,0.005932729493058372,0.002164635508215768,0.0009046884512466863,0.00038106702749095256
90,0.03727690096981604,0.014950918326085428,0.005931966164754448,0.002160471592207194,0.0009124029181844401,0.0003931432991116794
91,0.03731413939527943,0.01492334330156925,0.005948143918875609,0.0021641055195009,0.0009160826506881365,0.0003887189995063818
92,0.03737699736983337,0.01486470352412636,0.0059647196717588355,0.0021785669616680194,0.0009147973863759855,0.0003822452185259006
93,0.037499715422151726,0.01486059844948133,0.005982366372351426,0.0022030554398159794,0.0009163753237734227,0.00038860183842891465
94,0.03787501770453348,0.014858117844127898,0.005978323969939165,0.0022333730679618947,0.0009153359752510016,0.0003893101645215212
95,0.0381186023080411,0.014968049819142902,0.005964713501197236,0.0022550668201420697,0.000916385437396417,0.0003891155489705009
96,0.03810649611301136,0.015134396473965209,0.005978553040038655,0.0022793599026896157,0.000916892538875128,0.000391497362495401
97,0.037800332312704604,0.015208737006248347,0.0059715040430843025,0.0023077346412820566,0.0009135134051232563,0.0003901190698778912
98,0.03758891081443494,0.015440668962411365,0.005988759113202411,0.0023181414493912956,0.0009094594181754673,0.00039002073694462575
99,0.037398424137323076,0.015580724086049684,0.00602242688708213,0.002342289202003475,0.0009101346795947066,0.0003912488483791813
100,0.037140098026479426,0.015665328049068093,0.006035176491377656,0.0023548576129962225,0.0009128031807448739,0.00039169969012735795
101,0.03678591056269265,0.015707716971927046,0.006027105282489784,0.002363987599497371,0.0009207611867772202,0.0003907418947283947
102,0.03667002536161349,0.015666801147326583,0.006030022272596752,0.0023670942144992766,0.0009300401919456516,0.0003895039233232755
103,0.03649945355399007,0.015734613225337365,0.006001892484469764,0.0023719527552495292,0.0009346083475992411,0.00038741657655554475
104,0.03633790355331218,0.01574771040216932,0.005992094497316988,0.0023820623605855804,0.0009363324148188534,0.00038521718159785403
105,0.036103105124140195,0.015750134345221715,0.005984813044842375,0.00239805056543756,0.0009365723708708741,0.0003825471480764765
106,0.036059935698268715,0.015676433080002408,0.005990857599608193,0.0024007915636250258,0.0009344499809864869,0.00037988606566694314
107,0.03599178114039551,0.015583515037717353,0.005987330373176309,0.0024050819925870185,0.0009298014787713673,0.0003786952264171543
108,0.03614787888756084,0.015537663719620034,0.006021849681340139,0.0023971456777865897,0.0009264310001345956,0.0003794874329473028
109,0.036267546404163235,0.015451669353486614,0.006053873558597403,0.002389726766089879,0.0009239001013523777,0.0003787983593346127
110,0.036396582865594836,0.015318127707484116,0.0060574909651941004,0.002389973722094088,0.0009227080739665441,0.0003776037490805468
111,0.03641281074724345,0.015235283717446582,0.0060554275341098964,0.00238607475791994,0.000924690015875756,0.00037703942587091874
112,0.03620503306203503,0.015219399476417558,0.006072552703441373,0.002375872068588438,0.0009316843445881936,0.0003774840659646146
113,0.03617798487883806,0.015123734476149646,0.006079470582686338,0.0023746666937331374,0.0009387272129660968,0.000376072070669079
114,0.036199544859927206,0.015177206750313189,0.006090313304571557,0.0023621871942214076,0.0009432484000867413,0.00037459049927415945
115,0.03615472611297515,0.015328713221092135,0.006097608522413167,0.002342013605951833,0.0009445845904633346,0.00037252687179319994
116,0.03614504153702463,0.01540660010777443,0.006085642029003901,0.002332079858827151,0.0009432049744357472,0.00037041992278669106
117,0.03609886443455926,0.015473793788707956,0.006118341224902312,0.0023309768995776925,0.0009450015806406993,0.00037100306042652626
118,0.03607478951244776,0.015544944519758061,0.006134924135195124,0.0023312445141881774,0.0009468975041623977,0.0003702284149230744
119,0.036088371557357404,0.015618639063710922,0.006158618080432458,0.002325693734826659,0.0009485095822093837,0.00037194526884946183
120,0.03600613463634061,0.015679420943574995,0.006156917599391239,0.0023261983587611196,0.0009543817674744915,0.0003743748163663571
121,0.03583183703235022,0.01569892884248959,0.006139949427913416,0.002321324107732685,0.0009642552901178912,0.00037517065868982493
122,0.035826807785533155,0.01565520582487921,0.006156797665217632,0.002333025369861437,0.0009704449299257388,0.0003755805087794959
123,0.03583846447295618,0.01565010927521904,0.0061887890515193895,0.0023405360998814888,0.0009768419424892847,0.00037498738736453684
124,0.0359851260507727,0.015642649413799347,0.006187380376968494,0.0023461104107957553,0.0009833891479811428,0.0003733249420247121
125,0.03612631746241688,0.01564043130270179,0.00616861682614638,0.0023433318368403498,0.0009824623547769742,0.000371050054451071
126,0.036095183452584445,0.015654715337382306,0.0061804598195599764,0.0023322885994039215,0.0009828268218289912,0.0003712043330562132
127,0.03588737868896175,0.015642777068262764,0.006224639086904214,0.002324888984490094,0.0009878323000459108,0.00037248257125745523
128,0.03572604597217932,0.015672758761549808,0.006255752102733505,0.002315966394756776,0.0009949568822363558,0.00037315821895321657
129,0.035662006125416104,0.015679283442628613,0.006258898997127543,0.0023054832685382716,0.0009999020115074243,0.0003746620378459979
130,0.0355153207545567,0.015710722079752052,0.0062690380388982295,0.0023025595126394322,0.0010017276899359864,0.00037578465069800274
131,0.03556218300912727,0.015650618203750643,0.006258270192014739,0.0023114069426074624,0.0009993259713069942,0.00037872660388786996
132,0.035675860597034106,0.015565408321252902,0.006214215487970563,0.0023184247808862124,0.0009932609170002602,0.0003807653796613223
133,0.036036268011499915,0.015420946769856872,0.006181947410569235,0.0023164209315181396,0.0009871880579946366,0.00038267624985617333
134,0.036367370463201175,0.015231777199495453,0.006152987442634642,0.002307710254059243,0.0009862757772099683,0.000383824831697924
135,0.03650551258318012,0.015027839670610126,0.006100817751965403,0.0023152726845080272,0.0009824564487953661,0.0003851986548987898
136,0.036643736030315815,0.01493770241368828,0.006062449945240835,0.002326500823392104,0.0009789707628519223,0.0003844905958324537
137,0.0367586364956671,0.014985198381862326,0.0060190677362430564,0.002338399036930234,0.0009720630526326382,0.0003869542762344718
138,0.036643468938470876,0.015066186023122092,0.005962021481327473,0.0023548416128542434,0.0009663927732401046,0.0003912013391899558
139,0.036647824433199035,0.015143318814230401,0.005953116201856284,0.0023739017864999683,0.0009674033945874754,0.00039230300608398465
140,0.036730956253732495,0.015111639487054298,0.0059499629485924065,0.002397287374842195,0.0009730691187506587,0.000393195131667768
141,0.03666206475883752,0.015045767119305019,0.005940404395354156,0.0024217062296087977,0.0009775464630792205,0.0003944710236886969
142,0.0367292823378855,0.014900648911784347,0.0059354557498762376,0.00244015509046469,0.0009817880151746898,0.0003934148493390455
143,0.03669497037001338,0.01488817864620591,0.005928517107973905,0.0024451238565605113,0.0009830032953374347,0.0003917319302523351
144,0.03652687459280465,0.014882760891165891,0.005901276283255554,0.00245454902357169,0.0009768685514788087,0.0003889742496482055
145,0.036355282220283995,0.014957216509644348,0.005867896705577047,0.0024649847007887317,0.000968658202103773,0.00038681934324804067
146,0.03625324973798653,0.015006294215932485,0.005838316578589419,0.0024726301642717897,0.0009609449844358022,0.00038504335710250393
147,0.03629861268742135,0.015176432635872464,0.0058323555635231995,0.0024969715969374046,0.0009502033877372867,0.0003814191952106742
148,0.03635493430843231,0.01526224236325901,0.005804530749057424,0.002512791097193645,0.0009465610488513209,0.00038005186705364325
149,0.03655636709393312,0.015316880467037497,0.005763706606302368,0.0025127754561301684,0.0009407455570838414,0.00037865706565734254
150,0.036549483103648195,0.015316432892617879,0.005727813752605727,0.00250643600376983,0.0009358762842851214,0.0003776921506273609
151,0.03655238158348213,0.015311226533080561,0.005680565352502672,0.0024955666818598696,0.0009363026655528265,0.00037667414766646447
152,0.03657802228572732,0.015367581562016591,0.005643304143569014,0.0024932139716361953,0.0009355890592113575,0.00037507064708309113
153,0.03652108485911136,0.015260815786518354,0.0056610271656345815,0.002486484339018703,0.0009388426613834767,0.0003723954030422987
154,0.03664173095081849,0.015086618278856921,0.005666324248282344,0.0024881497398608083,0.000943405160722818,0.0003707180526268404
155,0.036787999297696446,0.014983489492964238,0.005655074755351866,0.0024870398123019275,0.0009436592296650366,0.0003692397345465994
156,0.0366799317179251,0.014965283590967519,0.0056392119733531905,0.0024833350477368836,0.0009441791842687385,0.00036628366625956105
157,0.036752726272994016,0.015043680499947722,0.005613871694068443,0.0024744897025235457,0.0009472121871468113,0.0003645057053025878
158,0.03653753451924603,0.014987899918538519,0.0055916564792,0.0024737573479919174,0.0009470572535093391,0.00036319278719645264
159,0.03655088098279808,0.01491039591521305,0.005547966293556352,0.0024780912692656484,0.000950096369029669,0.0003602744360180056
160,0.036535300334472685,0.014885918374591649,0.005538231124742728,0.0024732176407300517,0.0009510411025340441,0.0003575431414941112
161,0.036463124537375935,0.014807630275342707,0.005509720605886443,0.0024768573049563846,0.0009560017080611289,0.00035676650510849757
162,0.0362493532628836,0.014777667836182375,0.005502173814245409,0.0024678649826544814,0.0009655265346868936,0.0003564371536951217
163,0.03614775700863844,0.014748607958719784,0.00556004587187775,0.0024660843150006257,0.0009688082651772684,0.00035744421026387223
164,0.03624346764037049,0.014679912955097005,0.005588120239467863,0.0024668133008790877,0.0009723215663826132,0.000358525622509191
165,0.036231210985819585,0.014633462744269125,0.005601718263569362,0.002459897180742362,0.0009688564102989182,0.0003619295837509067
166,0.03633300128321466,0.014523305264074022,0.0055998164429702235,0.002451012258685847,0.0009711435854956038,0.0003636926838695403
167,0.036243694788660574,0.014473151271695102,0.005621972358084439,0.0024402575499044656,0.0009750098536744833,0.0003648786266334323
168,0.03608527399684254,0.01451214692148995,0.005665531658994446,0.0024304530557814293,0.000974577928727261,0.0003651790873195789
169,0.0359468061057409,0.014521005606222968,0.00568279441854606,0.0024193561338836807,0.0009717172736228189,0.00036401382119548455
170,0.035858421146120076,0.014618663066836715,0.005697124446785808,0.002412695792675601,0.0009757042784265624,0.0003643843449787931
171,0.03574148241405089,0.01465545734678769,0.0057131671536447895,0.0023952356674548938,0.0009711243094905951,0.00036471486889460934
172,0.03551300005234789,0.014641176010910882,0.005767872684168318,0.002380702949664787,0.0009670607038699726,0.000363002466216516
173,0.03527403070288862,0.014715785145402355,0.005792371384594169,0.0023788763475620363,0.0009648082685494188,0.00036103471952835995
174,0.035075653833023336,0.01475652215974213,0.005811491094414425,0.002376146101947799,0.0009595755150936663,0.00036010855727484887
175,0.03481278460792296,0.014781923193458068,0.005838769631355856,0.0023848826681651114,0.0009554379811305037,0.0003613860602045569
176,0.03476858824528827,0.014806610878048462,0.005883878465431543,0.002400267249681658,0.000947791936984254,0.00036274538133564566
177,0.03479931331726921,0.014726227394516782,0.005914964757121081,0.002412489485616773,0.0009387666015538305,0.00036469187224103943
178,0.03489737441150698,0.014696717160491295,0.0059798865687104,0.0024234228089185603,0.0009353943870011986,0.00036685480476475316
179,0.03501409909213589,0.014716853771011623,0.0060097896433106675,0.0024308815706383497,0.0009380807455762741,0.00036709401151637823
180,0.03504705752684301,0.0147765568010451,0.006019132615881928,0.0024236343701136537,0.0009366307641324061,0.0003665115180895309
181,0.03503644223482179,0.0148391480048228,0.006047812345770419,0.00241806853293786,0.0009347539684353148,0.00036820384149305747
182,0.03486626876131736,0.014938514525413353,0.006088332501146662,0.0024199237734308307,0.0009272601654337375,0.0003700100672914071
183,0.034552193810262755,0.015034937114497904,0.006090310148109034,0.002415826417875188,0.0009240392842872681,0.00037022649447909756
184,0.03428042401413787,0.015173563408704606,0.006100399455250235,0.0024191731999860305,0.0009243144375162218,0.00037033547278105287
185,0.034093538703005605,0.01530186874763531,0.0061238673019262495,0.002415263259952317,0.0009258012138811131,0.0003693205330172495
186,0.03386983429557207,0.015351240538446565,0.006120727719694408,0.002408180178606766,0.0009263852341580807,0.0003676858338563449
187,0.03383836449318655,0.015348884327824556,0.006094250290094879,0.002399527937070708,0.0009282464410648446,0.00036688381791790943
188,0.033655797617118254,0.015367664822154594,0.006060283172656745,0.00238844359992518,0.0009344651891707086,0.0003662183532014339
189,0.033502307595760596,0.015419438270690287,0.006034293487232743,0.0023842815158887348,0.000937141961790307,0.0003635837529198902
190,0.033312088598212414,0.015425018520736963,0.006024072509822381,0.002380535630971996,0.0009404757569298895,0.00036104702502072787
191,0.03330613004006819,0.015301160898124059,0.006056879189680679,0.002378807908348159,0.0009456329398236851,0.00036098887024277044
192,0.033367663403356514,0.015238583465151119,0.006057857606907439,0.002391993606802599,0.0009478421823616774,0.00036076246172050166
193,0.033527018381165605,0.015247523580896434,0.0060631584855513326,0.002395197742758425,0.0009479049026275784,0.0003624266343818668
194,0.03360004381249436,0.015307219736121891,0.006077168125289995,0.0023881650532938097,0.0009499015430353996,0.00036361400253290114
195,0.03360138265906421,0.015422535856832386,0.006086976360724406,0.002391747490269042,0.0009580823094431562,0.00036193694097876635
196,0.03389316682042284,0.015548097978156462,0.006073986459718544,0.0024022152585265895,0.000966043415285785,0.0003630119055919285
197,0.034053909421666154,0.0155973933023183,0.006065505409848576,0.0024048022276820513,0.0009729908991567662,0.0003646383933270507
198,0.03402945441842288,0.01567598818111595,0.006060463986229744,0.0024083030389298707,0.0009775802880191186,0.00036579389636897107
199,0.03414927848845245,0.015807368519207173,0.006041061885189745,0.002409592767908998,0.0009800200738020826,0.0003677141326948853
200,0.03423654403419191,0.015843252091714406,0.006005801294600499,0.002406791018264411,0.000978536145253666,0.00036873331030996815
201,0.034153280839901656,0.015868825718660367,0.00599871951541499,0.0024057830224843897,0.0009730200572517911,0.0003694241773869474
202,0.034277896545668436,0.015814377974926505,0.0059918348583442235,0.0023971934276425947,0.0009677435353446288,0.0003703860711401842
203,0.034508010635093324,0.015760656954857278,0.005948790920518309,0.002402079821069039,0.0009665065706523467,0.00037331690259972814
204,0.03471485513430442,0.01563955586794893,0.005930255828344314,0.0024115185117179134,0.0009667818378237351,0.0003752290545142356
205,0.035009139841970204,0.015516732162778565,0.005944311169047838,0.0024086003975461435,0.0009743746686031995,0.0003761941549689535
206,0.035115498381823325,0.015408731466474316,0.005919376879184446,0.002400734186887442,0.0009822204961159302,0.0003782603063639406
207,0.03514505207646022,0.015250066182803617,0.005931570097700091,0.002390872932248019,0.000988856533078737,0.0003774828849820539
208,0.03508496932627426,0.015116979077300996,0.005925661619515525,0.0023730323893427835,0.0009903064201524218,0.000376690777085058
209,0.035028467465638084,0.015068849361484931,0.0058988937013209125,0.0023611239241694997,0.0009904856778856714,0.00037689420295951027
210,0.035151514820849245,0.01506044473595588,0.00587205949183428,0.0023536337047944233,0.0009903163642569213,0.00037890151372002806
211,0.035183205107880755,0.015027853596086249,0.005832799233129328,0.0023464788166763398,0.0009929258526235973,0.00038006927373275025
212,0.03505441439616638,0.01505966855323161,0.005825361089189182,0.00233895974968701,0.0009876271740469568,0.0003810136527869568
213,0.034914893567152404,0.0151195610694056,0.005824053123183326,0.0023423037822477497,0.0009834028467930718,0.00038128823942073034
214,0.03497413286500058,0.015153575225723767,0.005813196380998644,0.002347408217893269,0.000979536014901245,0.00037933378793665286
215,0.03491136050878933,0.015188305286892563,0.0058166056223042635,0.002356745064057689,0.0009684484359857663,0.00037847952835929293
216,0.035001957591489705,0.015213702291661729,0.005831227969877486,0.002359370793900925,0.0009597450267786364,0.0003791640612311537
217,0.03515439190235143,0.01529768056595476,0.005826594982929351,0.0023497911436120727,0.000954411513222142,0.00038191829930914504
218,0.03530904812711226,0.015321017421177975,0.005827491052214116,0.002340449283265969,0.0009478363919753312,0.0003830929758647191
219,0.03559649032292145,0.0154107546052308,0.005809748140828425,0.002329247542455905,0.0009425748671759405,0.00038174508621271124
220,0.035785575059557935,0.01545004279533056,0.00579220064108766,0.002337042839165273,0.0009415236207557509,0.0003801753982324283
221,0.0358952872140018,0.015405028928660655,0.005777571680414964,0.0023448246145598628,0.0009394366014923452,0.00037753088374110764
222,0.03568674667205136,0.015421188354330944,0.005743314345927239,0.002345091367919594,0.0009373688303876127,0.00037632377771452355
223,0.03557480986427655,0.015430749724468876,0.005738014494429162,0.0023605716780001106,0.0009375376465367792,0.00037433989196213117
224,0.03554850186058637,0.015356674431119904,0.005719947539148975,0.0023684617288409465,0.0009368544395819534,0.00037447661024614447
225,0.03561621592472934,0.015322587454901289,0.005721052857837627,0.0023602962154938025,0.0009328444895180625,0.0003736704673297206
226,0.03573934613116705,0.015202939780091105,0.005704645035455345,0.002371889411556995,0.0009271432772227946,0.0003743231481437144
227,0.03593592649981628,0.015119381436298122,0.005723896995734977,0.002369798070710639,0.0009206758094714878,0.00037489342445766824
228,0.0358508289230061,0.015107997854343622,0.005718466748252914,0.0023596747838287987,0.0009155466396779774,0.00037550322948171164
229,0.03571436318954324,0.015097738895227872,0.005706012570386449,0.0023573473094516315,0.0009181802054817573,0.00037564700803365393
230,0.035584798114994404,0.015063231310443051,0.005742664475683061,0.0023451886032245153,0.000920034616237328,0.00037540457193061997
231,0.035728430636272956,0.015005865478727861,0.005777688446219984,0.0023360041926851456,0.0009192325899165452,0.00037592808134356994
232,0.03581994220199691,0.014961108675909525,0.00576433333496435,0.002332996833054724,0.0009250191688881045,0.00037572631757719984
233,0.036008453348335565,0.014896631015312231,0.00574662334415592,0.0023323481157873603,0.0009350961778879275,0.0003740261044883093
234,0.03616757422253751,0.01485626926347285,0.00574090865594188,0.0023424189312134308,0.0009396556512672489,0.0003736540536919178
235,0.03619289731982548,0.014816688562109116,0.005774729465153495,0.0023579200382992443,0.0009460414869186829,0.0003712245152050234
236,0.036170680440321075,0.014691650216086375,0.005824136634544431,0.0023691357603208875,0.000948123804501634,0.00037125672020315464
237,0.03608110578159558,0.014562138825148134,0.0058804964792667285,0.002388664476635417,0.0009527687195405694,0.00036966499301109324
238,0.036135249730488185,0.014490586005454715,0.0059381044684765506,0.0024054745130011983,0.0009621979064102122,0.0003687557714422459
239,0.03624454140719894,0.014444151180477184,0.006004868860955686,0.002417539428085419,0.0009640808147100471,0.0003700073592866918
